date,platform,campaign_name,ad_group_name,ad_name,impressions,clicks,cost,conversions,revenue,device,keyword,creative_name,landing_page,purchases,leads,memo
"2026-03-31","GOOGLE","프로모션","관심사","소재 06","5315","128","96000","4.7","277300","mobile","프로모션 키워드","소재 06","https://example.com/프로모션","2.8","1.9",""
"2026-03-31","GOOGLE","콘텐츠 유입","장바구니","소재 08","5735","155","130975","6.7","452250","desktop","콘텐츠 유입 키워드","소재 08","https://example.com/콘텐츠-유입","4","2.7",""
"2026-03-31","META","리드 확보","경쟁사","소재 03","4735","85","51000","2.1","88200","mobile","","소재 03","https://example.com/리드-확보","1.3","0.8",""
"2026-03-31","META","리타겟팅","관심사","소재 05","5155","108","75060","3.3","166650","desktop","","소재 05","https://example.com/리타겟팅","2","1.3",""
"2026-03-31","META","프로모션","장바구니","소재 07","5575","134","105860","5","295000","mobile","","소재 07","https://example.com/프로모션","3","2",""
"2026-03-31","META","콘텐츠 유입","신규 고객","소재 09","5995","162","143370","7","472500","desktop","","소재 09","https://example.com/콘텐츠-유입","4.2","2.8",""
"2026-03-31","KAKAO","리드 확보","관심사","소재 04","4995","90","57600","2.3","96600","mobile","","소재 04","https://example.com/리드-확보","1.4","0.9",""
"2026-03-31","KAKAO","리타겟팅","장바구니","소재 06","5415","114","83790","3.5","176750","desktop","","소재 06","https://example.com/리타겟팅","2.1","1.4",""
"2026-03-31","KAKAO","프로모션","신규 고객","소재 08","5835","140","116200","5.2","306800","mobile","","소재 08","https://example.com/프로모션","3.1","2.1",""
"2026-03-31","KAKAO","콘텐츠 유입","고가치 고객","소재 10","6255","169","156325","7.3","492750","desktop","","소재 10","https://example.com/콘텐츠-유입","4.4","2.9",""
"2026-04-01","NAVER","브랜드 검색","지역 타겟","소재 01","4180","75","39000","1.9","79800","mobile","브랜드 검색 키워드","소재 01","https://example.com/브랜드-검색","1.1","0.8",""
"2026-04-01","NAVER","리드 확보","유사 타겟","소재 02","4600","97","59655","3","151500","desktop","리드 확보 키워드","소재 02","https://example.com/리드-확보","1.8","1.2",""
"2026-04-01","NAVER","리타겟팅","핵심 키워드","소재 03","5020","120","85200","4.4","259600","mobile","리타겟팅 키워드","소재 03","https://example.com/리타겟팅","2.6","1.8",""
"2026-04-01","NAVER","프로모션","경쟁사","소재 04","5440","147","118335","6.3","425250","desktop","프로모션 키워드","소재 04","https://example.com/프로모션","3.8","2.5",""
"2026-04-01","GOOGLE","브랜드 검색","유사 타겟","소재 02","4440","80","44800","2","84000","mobile","브랜드 검색 키워드","소재 02","https://example.com/브랜드-검색","1.2","0.8",""
"2026-04-01","GOOGLE","리드 확보","핵심 키워드","소재 03","4860","102","66810","3.2","161600","desktop","리드 확보 키워드","소재 03","https://example.com/리드-확보","1.9","1.3",""
"2026-04-01","GOOGLE","리타겟팅","경쟁사","소재 04","5280","127","95250","4.7","277300","mobile","리타겟팅 키워드","소재 04","https://example.com/리타겟팅","2.8","1.9",""
"2026-04-01","GOOGLE","프로모션","관심사","소재 05","5700","154","130130","6.6","445500","desktop","프로모션 키워드","소재 05","https://example.com/프로모션","4","2.6",""
"2026-04-01","META","브랜드 검색","핵심 키워드","소재 03","4700","85","51000","2.1","88200","mobile","","소재 03","https://example.com/브랜드-검색","1.3","0.8",""
"2026-04-01","META","리드 확보","경쟁사","소재 04","5120","108","75060","3.3","166650","desktop","","소재 04","https://example.com/리드-확보","2","1.3",""
"2026-04-01","META","리타겟팅","관심사","소재 05","5540","133","105070","4.9","289100","mobile","","소재 05","https://example.com/리타겟팅","2.9","2",""
"2026-04-01","META","프로모션","장바구니","소재 06","5960","161","142485","6.9","465750","desktop","","소재 06","https://example.com/프로모션","4.1","2.8",""
"2026-04-01","KAKAO","브랜드 검색","경쟁사","소재 04","4960","89","56960","2.2","92400","mobile","","소재 04","https://example.com/브랜드-검색","1.3","0.9",""
"2026-04-01","KAKAO","리드 확보","관심사","소재 05","5380","113","83055","3.5","176750","desktop","","소재 05","https://example.com/리드-확보","2.1","1.4",""
"2026-04-01","KAKAO","리타겟팅","장바구니","소재 06","5800","139","115370","5.1","300900","mobile","","소재 06","https://example.com/리타겟팅","3.1","2",""
"2026-04-01","KAKAO","프로모션","신규 고객","소재 07","6220","168","155400","7.2","486000","desktop","","소재 07","https://example.com/프로모션","4.3","2.9",""
"2026-04-02","NAVER","구매 전환","PC","소재 01","4145","75","39000","1.9","79800","mobile","구매 전환 키워드","소재 01","https://example.com/구매-전환","1.1","0.8",""
"2026-04-02","NAVER","브랜드 검색","지역 타겟","소재 01","4565","96","59040","3","151500","desktop","브랜드 검색 키워드","소재 01","https://example.com/브랜드-검색","1.8","1.2",""
"2026-04-02","NAVER","리드 확보","유사 타겟","소재 01","4985","120","85200","4.4","259600","mobile","리드 확보 키워드","소재 01","https://example.com/리드-확보","2.6","1.8",""
"2026-04-02","NAVER","리타겟팅","핵심 키워드","소재 01","5405","146","117530","6.3","425250","desktop","리타겟팅 키워드","소재 01","https://example.com/리타겟팅","3.8","2.5",""
"2026-04-02","GOOGLE","구매 전환","지역 타겟","소재 02","4405","79","44240","2","84000","mobile","구매 전환 키워드","소재 02","https://example.com/구매-전환","1.2","0.8",""
"2026-04-02","GOOGLE","브랜드 검색","유사 타겟","소재 02","4825","101","66155","3.1","156550","desktop","브랜드 검색 키워드","소재 02","https://example.com/브랜드-검색","1.9","1.2",""
"2026-04-02","GOOGLE","리드 확보","핵심 키워드","소재 02","5245","126","94500","4.7","277300","mobile","리드 확보 키워드","소재 02","https://example.com/리드-확보","2.8","1.9",""
"2026-04-02","GOOGLE","리타겟팅","경쟁사","소재 02","5665","153","129285","6.6","445500","desktop","리타겟팅 키워드","소재 02","https://example.com/리타겟팅","4","2.6",""
"2026-04-02","META","구매 전환","유사 타겟","소재 03","4665","84","50400","2.1","88200","mobile","","소재 03","https://example.com/구매-전환","1.3","0.8",""
"2026-04-02","META","브랜드 검색","핵심 키워드","소재 03","5085","107","74365","3.3","166650","desktop","","소재 03","https://example.com/브랜드-검색","2","1.3",""
"2026-04-02","META","리드 확보","경쟁사","소재 03","5505","132","104280","4.9","289100","mobile","","소재 03","https://example.com/리드-확보","2.9","2",""
"2026-04-02","META","리타겟팅","관심사","소재 03","5925","160","141600","6.9","465750","desktop","","소재 03","https://example.com/리타겟팅","4.1","2.8",""
"2026-04-02","KAKAO","구매 전환","핵심 키워드","소재 04","4925","89","56960","2.2","92400","mobile","","소재 04","https://example.com/구매-전환","1.3","0.9",""
"2026-04-02","KAKAO","브랜드 검색","경쟁사","소재 04","5345","112","82320","3.5","176750","desktop","","소재 04","https://example.com/브랜드-검색","2.1","1.4",""
"2026-04-02","KAKAO","리드 확보","관심사","소재 04","5765","138","114540","5.1","300900","mobile","","소재 04","https://example.com/리드-확보","3.1","2",""
"2026-04-02","KAKAO","리타겟팅","장바구니","소재 04","6185","167","154475","7.2","486000","desktop","","소재 04","https://example.com/리타겟팅","4.3","2.9",""
"2026-04-03","NAVER","콘텐츠 유입","모바일","소재 01","4110","74","38480","1.9","79800","mobile","콘텐츠 유입 키워드","소재 01","https://example.com/콘텐츠-유입","1.1","0.8",""
"2026-04-03","NAVER","구매 전환","PC","소재 24","4530","95","58425","2.9","146450","desktop","구매 전환 키워드","소재 24","https://example.com/구매-전환","1.7","1.2",""
"2026-04-03","NAVER","브랜드 검색","지역 타겟","소재 23","4950","119","84490","4.4","259600","mobile","브랜드 검색 키워드","소재 23","https://example.com/브랜드-검색","2.6","1.8",""
"2026-04-03","NAVER","리드 확보","유사 타겟","소재 22","5370","145","116725","6.2","418500","desktop","리드 확보 키워드","소재 22","https://example.com/리드-확보","3.7","2.5",""
"2026-04-03","GOOGLE","콘텐츠 유입","PC","소재 02","4370","79","44240","2","84000","mobile","콘텐츠 유입 키워드","소재 02","https://example.com/콘텐츠-유입","1.2","0.8",""
"2026-04-03","GOOGLE","구매 전환","지역 타겟","소재 01","4790","101","66155","3.1","156550","desktop","구매 전환 키워드","소재 01","https://example.com/구매-전환","1.9","1.2",""
"2026-04-03","GOOGLE","브랜드 검색","유사 타겟","소재 24","5210","125","93750","4.6","271400","mobile","브랜드 검색 키워드","소재 24","https://example.com/브랜드-검색","2.8","1.8",""
"2026-04-03","GOOGLE","리드 확보","핵심 키워드","소재 23","5630","152","128440","6.5","438750","desktop","리드 확보 키워드","소재 23","https://example.com/리드-확보","3.9","2.6",""
"2026-04-03","META","콘텐츠 유입","지역 타겟","소재 03","4630","83","49800","2.1","88200","mobile","","소재 03","https://example.com/콘텐츠-유입","1.3","0.8",""
"2026-04-03","META","구매 전환","유사 타겟","소재 02","5050","106","73670","3.3","166650","desktop","","소재 02","https://example.com/구매-전환","2","1.3",""
"2026-04-03","META","브랜드 검색","핵심 키워드","소재 01","5470","131","103490","4.8","283200","mobile","","소재 01","https://example.com/브랜드-검색","2.9","1.9",""
"2026-04-03","META","리드 확보","경쟁사","소재 24","5890","159","140715","6.8","459000","desktop","","소재 24","https://example.com/리드-확보","4.1","2.7",""
"2026-04-03","KAKAO","콘텐츠 유입","유사 타겟","소재 04","4890","88","56320","2.2","92400","mobile","","소재 04","https://example.com/콘텐츠-유입","1.3","0.9",""
"2026-04-03","KAKAO","구매 전환","핵심 키워드","소재 03","5310","112","82320","3.5","176750","desktop","","소재 03","https://example.com/구매-전환","2.1","1.4",""
"2026-04-03","KAKAO","브랜드 검색","경쟁사","소재 02","5730","138","114540","5.1","300900","mobile","","소재 02","https://example.com/브랜드-검색","3.1","2",""
"2026-04-03","KAKAO","리드 확보","관심사","소재 01","6150","166","153550","7.1","479250","desktop","","소재 01","https://example.com/리드-확보","4.3","2.8",""
"2026-04-04","NAVER","프로모션","고가치 고객","소재 01","4075","73","37960","1.8","75600","mobile","프로모션 키워드","소재 01","https://example.com/프로모션","1.1","0.7",""
"2026-04-04","NAVER","콘텐츠 유입","모바일","소재 23","4495","94","57810","2.9","146450","desktop","콘텐츠 유입 키워드","소재 23","https://example.com/콘텐츠-유입","1.7","1.2",""
"2026-04-04","NAVER","구매 전환","PC","소재 21","4915","118","83780","4.4","259600","mobile","구매 전환 키워드","소재 21","https://example.com/구매-전환","2.6","1.8",""
"2026-04-04","NAVER","브랜드 검색","지역 타겟","소재 19","5335","144","115920","6.2","418500","desktop","브랜드 검색 키워드","소재 19","https://example.com/브랜드-검색","3.7","2.5",""
"2026-04-04","GOOGLE","프로모션","모바일","소재 02","4335","78","43680","2","84000","mobile","프로모션 키워드","소재 02","https://example.com/프로모션","1.2","0.8",""
"2026-04-04","GOOGLE","콘텐츠 유입","PC","소재 24","4755","100","65500","3.1","156550","desktop","콘텐츠 유입 키워드","소재 24","https://example.com/콘텐츠-유입","1.9","1.2",""
"2026-04-04","GOOGLE","구매 전환","지역 타겟","소재 22","5175","124","93000","4.6","271400","mobile","구매 전환 키워드","소재 22","https://example.com/구매-전환","2.8","1.8",""
"2026-04-04","GOOGLE","브랜드 검색","유사 타겟","소재 20","5595","151","127595","6.5","438750","desktop","브랜드 검색 키워드","소재 20","https://example.com/브랜드-검색","3.9","2.6",""
"2026-04-04","META","프로모션","PC","소재 03","4595","83","49800","2.1","88200","mobile","","소재 03","https://example.com/프로모션","1.3","0.8",""
"2026-04-04","META","콘텐츠 유입","지역 타겟","소재 01","5015","105","72975","3.3","166650","desktop","","소재 01","https://example.com/콘텐츠-유입","2","1.3",""
"2026-04-04","META","구매 전환","유사 타겟","소재 23","5435","130","102700","4.8","283200","mobile","","소재 23","https://example.com/구매-전환","2.9","1.9",""
"2026-04-04","META","브랜드 검색","핵심 키워드","소재 21","5855","158","139830","6.8","459000","desktop","","소재 21","https://example.com/브랜드-검색","4.1","2.7",""
"2026-04-04","KAKAO","프로모션","지역 타겟","소재 04","4855","87","55680","2.2","92400","mobile","","소재 04","https://example.com/프로모션","1.3","0.9",""
"2026-04-04","KAKAO","콘텐츠 유입","유사 타겟","소재 02","5275","111","81585","3.4","171700","desktop","","소재 02","https://example.com/콘텐츠-유입","2","1.4",""
"2026-04-04","KAKAO","구매 전환","핵심 키워드","소재 24","5695","137","113710","5.1","300900","mobile","","소재 24","https://example.com/구매-전환","3.1","2",""
"2026-04-04","KAKAO","브랜드 검색","경쟁사","소재 22","6115","165","152625","7.1","479250","desktop","","소재 22","https://example.com/브랜드-검색","4.3","2.8",""
"2026-04-05","NAVER","리타겟팅","신규 고객","소재 01","4040","73","37960","1.8","75600","mobile","리타겟팅 키워드","소재 01","https://example.com/리타겟팅","1.1","0.7",""
"2026-04-05","NAVER","프로모션","고가치 고객","소재 22","4460","94","57810","2.9","146450","desktop","프로모션 키워드","소재 22","https://example.com/프로모션","1.7","1.2",""
"2026-04-05","NAVER","콘텐츠 유입","모바일","소재 19","4880","117","83070","4.3","253700","mobile","콘텐츠 유입 키워드","소재 19","https://example.com/콘텐츠-유입","2.6","1.7",""
"2026-04-05","NAVER","구매 전환","PC","소재 16","5300","143","115115","6.1","411750","desktop","구매 전환 키워드","소재 16","https://example.com/구매-전환","3.7","2.4",""
"2026-04-05","GOOGLE","리타겟팅","고가치 고객","소재 02","4300","77","43120","1.9","79800","mobile","리타겟팅 키워드","소재 02","https://example.com/리타겟팅","1.1","0.8",""
"2026-04-05","GOOGLE","프로모션","모바일","소재 23","4720","99","64845","3.1","156550","desktop","프로모션 키워드","소재 23","https://example.com/프로모션","1.9","1.2",""
"2026-04-05","GOOGLE","콘텐츠 유입","PC","소재 20","5140","123","92250","4.6","271400","mobile","콘텐츠 유입 키워드","소재 20","https://example.com/콘텐츠-유입","2.8","1.8",""
"2026-04-05","GOOGLE","구매 전환","지역 타겟","소재 17","5560","150","126750","6.5","438750","desktop","구매 전환 키워드","소재 17","https://example.com/구매-전환","3.9","2.6",""
"2026-04-05","META","리타겟팅","모바일","소재 03","4560","82","49200","2.1","88200","mobile","","소재 03","https://example.com/리타겟팅","1.3","0.8",""
"2026-04-05","META","프로모션","PC","소재 24","4980","105","72975","3.3","166650","desktop","","소재 24","https://example.com/프로모션","2","1.3",""
"2026-04-05","META","콘텐츠 유입","지역 타겟","소재 21","5400","130","102700","4.8","283200","mobile","","소재 21","https://example.com/콘텐츠-유입","2.9","1.9",""
"2026-04-05","META","구매 전환","유사 타겟","소재 18","5820","157","138945","6.8","459000","desktop","","소재 18","https://example.com/구매-전환","4.1","2.7",""
"2026-04-05","KAKAO","리타겟팅","PC","소재 04","4820","87","55680","2.2","92400","mobile","","소재 04","https://example.com/리타겟팅","1.3","0.9",""
"2026-04-05","KAKAO","프로모션","지역 타겟","소재 01","5240","110","80850","3.4","171700","desktop","","소재 01","https://example.com/프로모션","2","1.4",""
"2026-04-05","KAKAO","콘텐츠 유입","유사 타겟","소재 22","5660","136","112880","5","295000","mobile","","소재 22","https://example.com/콘텐츠-유입","3","2",""
"2026-04-05","KAKAO","구매 전환","핵심 키워드","소재 19","6080","164","151700","7.1","479250","desktop","","소재 19","https://example.com/구매-전환","4.3","2.8",""
"2026-04-06","NAVER","리드 확보","장바구니","소재 01","4005","72","37440","1.8","75600","mobile","리드 확보 키워드","소재 01","https://example.com/리드-확보","1.1","0.7",""
"2026-04-06","NAVER","리타겟팅","신규 고객","소재 21","4425","93","57195","2.9","146450","desktop","리타겟팅 키워드","소재 21","https://example.com/리타겟팅","1.7","1.2",""
"2026-04-06","NAVER","프로모션","고가치 고객","소재 17","4845","116","82360","4.3","253700","mobile","프로모션 키워드","소재 17","https://example.com/프로모션","2.6","1.7",""
"2026-04-06","NAVER","콘텐츠 유입","모바일","소재 13","5265","142","114310","6.1","411750","desktop","콘텐츠 유입 키워드","소재 13","https://example.com/콘텐츠-유입","3.7","2.4",""
"2026-04-06","GOOGLE","리드 확보","신규 고객","소재 02","4265","77","43120","1.9","79800","mobile","리드 확보 키워드","소재 02","https://example.com/리드-확보","1.1","0.8",""
"2026-04-06","GOOGLE","리타겟팅","고가치 고객","소재 22","4685","98","64190","3","151500","desktop","리타겟팅 키워드","소재 22","https://example.com/리타겟팅","1.8","1.2",""
"2026-04-06","GOOGLE","프로모션","모바일","소재 18","5105","123","92250","4.6","271400","mobile","프로모션 키워드","소재 18","https://example.com/프로모션","2.8","1.8",""
"2026-04-06","GOOGLE","콘텐츠 유입","PC","소재 14","5525","149","125905","6.4","432000","desktop","콘텐츠 유입 키워드","소재 14","https://example.com/콘텐츠-유입","3.8","2.6",""
"2026-04-06","META","리드 확보","고가치 고객","소재 03","4525","81","48600","2","84000","mobile","","소재 03","https://example.com/리드-확보","1.2","0.8",""
"2026-04-06","META","리타겟팅","모바일","소재 23","4945","104","72280","3.2","161600","desktop","","소재 23","https://example.com/리타겟팅","1.9","1.3",""
"2026-04-06","META","프로모션","PC","소재 19","5365","129","101910","4.8","283200","mobile","","소재 19","https://example.com/프로모션","2.9","1.9",""
"2026-04-06","META","콘텐츠 유입","지역 타겟","소재 15","5785","156","138060","6.7","452250","desktop","","소재 15","https://example.com/콘텐츠-유입","4","2.7",""
"2026-04-06","KAKAO","리드 확보","모바일","소재 04","4785","86","55040","2.1","88200","mobile","","소재 04","https://example.com/리드-확보","1.3","0.8",""
"2026-04-06","KAKAO","리타겟팅","PC","소재 24","5205","109","80115","3.4","171700","desktop","","소재 24","https://example.com/리타겟팅","2","1.4",""
"2026-04-06","KAKAO","프로모션","지역 타겟","소재 20","5625","135","112050","5","295000","mobile","","소재 20","https://example.com/프로모션","3","2",""
"2026-04-06","KAKAO","콘텐츠 유입","유사 타겟","소재 16","6045","163","150775","7","472500","desktop","","소재 16","https://example.com/콘텐츠-유입","4.2","2.8",""
"2026-04-07","NAVER","브랜드 검색","관심사","소재 01","3970","71","36920","1.8","75600","mobile","브랜드 검색 키워드","소재 01","https://example.com/브랜드-검색","1.1","0.7",""
"2026-04-07","NAVER","리드 확보","장바구니","소재 20","4390","92","56580","2.9","146450","desktop","리드 확보 키워드","소재 20","https://example.com/리드-확보","1.7","1.2",""
"2026-04-07","NAVER","리타겟팅","신규 고객","소재 15","4810","115","81650","4.3","253700","mobile","리타겟팅 키워드","소재 15","https://example.com/리타겟팅","2.6","1.7",""
"2026-04-07","NAVER","프로모션","고가치 고객","소재 10","5230","141","113505","6.1","411750","desktop","프로모션 키워드","소재 10","https://example.com/프로모션","3.7","2.4",""
"2026-04-07","GOOGLE","브랜드 검색","장바구니","소재 02","4230","76","42560","1.9","79800","mobile","브랜드 검색 키워드","소재 02","https://example.com/브랜드-검색","1.1","0.8",""
"2026-04-07","GOOGLE","리드 확보","신규 고객","소재 21","4650","98","64190","3","151500","desktop","리드 확보 키워드","소재 21","https://example.com/리드-확보","1.8","1.2",""
"2026-04-07","GOOGLE","리타겟팅","고가치 고객","소재 16","5070","122","91500","4.5","265500","mobile","리타겟팅 키워드","소재 16","https://example.com/리타겟팅","2.7","1.8",""
"2026-04-07","GOOGLE","프로모션","모바일","소재 11","5490","148","125060","6.4","432000","desktop","프로모션 키워드","소재 11","https://example.com/프로모션","3.8","2.6",""
"2026-04-07","META","브랜드 검색","신규 고객","소재 03","4490","81","48600","2","84000","mobile","","소재 03","https://example.com/브랜드-검색","1.2","0.8",""
"2026-04-07","META","리드 확보","고가치 고객","소재 22","4910","103","71585","3.2","161600","desktop","","소재 22","https://example.com/리드-확보","1.9","1.3",""
"2026-04-07","META","리타겟팅","모바일","소재 17","5330","128","101120","4.7","277300","mobile","","소재 17","https://example.com/리타겟팅","2.8","1.9",""
"2026-04-07","META","프로모션","PC","소재 12","5750","155","137175","6.7","452250","desktop","","소재 12","https://example.com/프로모션","4","2.7",""
"2026-04-07","KAKAO","브랜드 검색","고가치 고객","소재 04","4750","86","55040","2.1","88200","mobile","","소재 04","https://example.com/브랜드-검색","1.3","0.8",""
"2026-04-07","KAKAO","리드 확보","모바일","소재 23","5170","109","80115","3.4","171700","desktop","","소재 23","https://example.com/리드-확보","2","1.4",""
"2026-04-07","KAKAO","리타겟팅","PC","소재 18","5590","134","111220","5","295000","mobile","","소재 18","https://example.com/리타겟팅","3","2",""
"2026-04-07","KAKAO","프로모션","지역 타겟","소재 13","6010","162","149850","7","472500","desktop","","소재 13","https://example.com/프로모션","4.2","2.8",""
"2026-04-08","NAVER","구매 전환","경쟁사","소재 01","3935","71","36920","1.8","75600","mobile","구매 전환 키워드","소재 01","https://example.com/구매-전환","1.1","0.7",""
"2026-04-08","NAVER","브랜드 검색","관심사","소재 19","4355","91","55965","2.8","141400","desktop","브랜드 검색 키워드","소재 19","https://example.com/브랜드-검색","1.7","1.1",""
"2026-04-08","NAVER","리드 확보","장바구니","소재 13","4775","115","81650","4.3","253700","mobile","리드 확보 키워드","소재 13","https://example.com/리드-확보","2.6","1.7",""
"2026-04-08","NAVER","리타겟팅","신규 고객","소재 07","5195","140","112700","6","405000","desktop","리타겟팅 키워드","소재 07","https://example.com/리타겟팅","3.6","2.4",""
"2026-04-08","GOOGLE","구매 전환","관심사","소재 02","4195","76","42560","1.9","79800","mobile","구매 전환 키워드","소재 02","https://example.com/구매-전환","1.1","0.8",""
"2026-04-08","GOOGLE","브랜드 검색","장바구니","소재 20","4615","97","63535","3","151500","desktop","브랜드 검색 키워드","소재 20","https://example.com/브랜드-검색","1.8","1.2",""
"2026-04-08","GOOGLE","리드 확보","신규 고객","소재 14","5035","121","90750","4.5","265500","mobile","리드 확보 키워드","소재 14","https://example.com/리드-확보","2.7","1.8",""
"2026-04-08","GOOGLE","리타겟팅","고가치 고객","소재 08","5455","147","124215","6.3","425250","desktop","리타겟팅 키워드","소재 08","https://example.com/리타겟팅","3.8","2.5",""
"2026-04-08","META","구매 전환","장바구니","소재 03","4455","80","48000","2","84000","mobile","","소재 03","https://example.com/구매-전환","1.2","0.8",""
"2026-04-08","META","브랜드 검색","신규 고객","소재 21","4875","102","70890","3.2","161600","desktop","","소재 21","https://example.com/브랜드-검색","1.9","1.3",""
"2026-04-08","META","리드 확보","고가치 고객","소재 15","5295","127","100330","4.7","277300","mobile","","소재 15","https://example.com/리드-확보","2.8","1.9",""
"2026-04-08","META","리타겟팅","모바일","소재 09","5715","154","136290","6.6","445500","desktop","","소재 09","https://example.com/리타겟팅","4","2.6",""
"2026-04-08","KAKAO","구매 전환","신규 고객","소재 04","4715","85","54400","2.1","88200","mobile","","소재 04","https://example.com/구매-전환","1.3","0.8",""
"2026-04-08","KAKAO","브랜드 검색","고가치 고객","소재 22","5135","108","79380","3.3","166650","desktop","","소재 22","https://example.com/브랜드-검색","2","1.3",""
"2026-04-08","KAKAO","리드 확보","모바일","소재 16","5555","133","110390","4.9","289100","mobile","","소재 16","https://example.com/리드-확보","2.9","2",""
"2026-04-08","KAKAO","리타겟팅","PC","소재 10","5975","161","148925","6.9","465750","desktop","","소재 10","https://example.com/리타겟팅","4.1","2.8",""
"2026-04-09","NAVER","콘텐츠 유입","핵심 키워드","소재 01","3900","70","36400","1.8","75600","mobile","콘텐츠 유입 키워드","소재 01","https://example.com/콘텐츠-유입","1.1","0.7",""
"2026-04-09","NAVER","구매 전환","경쟁사","소재 18","4320","91","55965","2.8","141400","desktop","구매 전환 키워드","소재 18","https://example.com/구매-전환","1.7","1.1",""
"2026-04-09","NAVER","브랜드 검색","관심사","소재 11","4740","114","80940","4.2","247800","mobile","브랜드 검색 키워드","소재 11","https://example.com/브랜드-검색","2.5","1.7",""
"2026-04-09","NAVER","리드 확보","장바구니","소재 04","5160","139","111895","6","405000","desktop","리드 확보 키워드","소재 04","https://example.com/리드-확보","3.6","2.4",""
"2026-04-09","GOOGLE","콘텐츠 유입","경쟁사","소재 02","4160","75","42000","1.9","79800","mobile","콘텐츠 유입 키워드","소재 02","https://example.com/콘텐츠-유입","1.1","0.8",""
"2026-04-09","GOOGLE","구매 전환","관심사","소재 19","4580","96","62880","3","151500","desktop","구매 전환 키워드","소재 19","https://example.com/구매-전환","1.8","1.2",""
"2026-04-09","GOOGLE","브랜드 검색","장바구니","소재 12","5000","120","90000","4.4","259600","mobile","브랜드 검색 키워드","소재 12","https://example.com/브랜드-검색","2.6","1.8",""
"2026-04-09","GOOGLE","리드 확보","신규 고객","소재 05","5420","146","123370","6.3","425250","desktop","리드 확보 키워드","소재 05","https://example.com/리드-확보","3.8","2.5",""
"2026-04-09","META","콘텐츠 유입","관심사","소재 03","4420","80","48000","2","84000","mobile","","소재 03","https://example.com/콘텐츠-유입","1.2","0.8",""
"2026-04-09","META","구매 전환","장바구니","소재 20","4840","102","70890","3.2","161600","desktop","","소재 20","https://example.com/구매-전환","1.9","1.3",""
"2026-04-09","META","브랜드 검색","신규 고객","소재 13","5260","126","99540","4.7","277300","mobile","","소재 13","https://example.com/브랜드-검색","2.8","1.9",""
"2026-04-09","META","리드 확보","고가치 고객","소재 06","5680","153","135405","6.6","445500","desktop","","소재 06","https://example.com/리드-확보","4","2.6",""
"2026-04-09","KAKAO","콘텐츠 유입","장바구니","소재 04","4680","84","53760","2.1","88200","mobile","","소재 04","https://example.com/콘텐츠-유입","1.3","0.8",""
"2026-04-09","KAKAO","구매 전환","신규 고객","소재 21","5100","107","78645","3.3","166650","desktop","","소재 21","https://example.com/구매-전환","2","1.3",""
"2026-04-09","KAKAO","브랜드 검색","고가치 고객","소재 14","5520","132","109560","4.9","289100","mobile","","소재 14","https://example.com/브랜드-검색","2.9","2",""
"2026-04-09","KAKAO","리드 확보","모바일","소재 07","5940","160","148000","6.9","465750","desktop","","소재 07","https://example.com/리드-확보","4.1","2.8",""
"2026-04-10","NAVER","프로모션","유사 타겟","소재 01","3865","70","36400","1.8","75600","mobile","프로모션 키워드","소재 01","https://example.com/프로모션","1.1","0.7",""
"2026-04-10","NAVER","콘텐츠 유입","핵심 키워드","소재 17","4285","90","55350","2.8","141400","desktop","콘텐츠 유입 키워드","소재 17","https://example.com/콘텐츠-유입","1.7","1.1",""
"2026-04-10","NAVER","구매 전환","경쟁사","소재 09","4705","113","80230","4.2","247800","mobile","구매 전환 키워드","소재 09","https://example.com/구매-전환","2.5","1.7",""
"2026-04-10","NAVER","브랜드 검색","관심사","소재 01","5125","138","111090","5.9","398250","desktop","브랜드 검색 키워드","소재 01","https://example.com/브랜드-검색","3.5","2.4",""
"2026-04-10","GOOGLE","프로모션","핵심 키워드","소재 02","4125","74","41440","1.9","79800","mobile","프로모션 키워드","소재 02","https://example.com/프로모션","1.1","0.8",""
"2026-04-10","GOOGLE","콘텐츠 유입","경쟁사","소재 18","4545","95","62225","2.9","146450","desktop","콘텐츠 유입 키워드","소재 18","https://example.com/콘텐츠-유입","1.7","1.2",""
"2026-04-10","GOOGLE","구매 전환","관심사","소재 10","4965","119","89250","4.4","259600","mobile","구매 전환 키워드","소재 10","https://example.com/구매-전환","2.6","1.8",""
"2026-04-10","GOOGLE","브랜드 검색","장바구니","소재 02","5385","145","122525","6.2","418500","desktop","브랜드 검색 키워드","소재 02","https://example.com/브랜드-검색","3.7","2.5",""
"2026-04-10","META","프로모션","경쟁사","소재 03","4385","79","47400","2","84000","mobile","","소재 03","https://example.com/프로모션","1.2","0.8",""
"2026-04-10","META","콘텐츠 유입","관심사","소재 19","4805","101","70195","3.1","156550","desktop","","소재 19","https://example.com/콘텐츠-유입","1.9","1.2",""
"2026-04-10","META","구매 전환","장바구니","소재 11","5225","125","98750","4.6","271400","mobile","","소재 11","https://example.com/구매-전환","2.8","1.8",""
"2026-04-10","META","브랜드 검색","신규 고객","소재 03","5645","152","134520","6.5","438750","desktop","","소재 03","https://example.com/브랜드-검색","3.9","2.6",""
"2026-04-10","KAKAO","프로모션","관심사","소재 04","4645","84","53760","2.1","88200","mobile","","소재 04","https://example.com/프로모션","1.3","0.8",""
"2026-04-10","KAKAO","콘텐츠 유입","장바구니","소재 20","5065","106","77910","3.3","166650","desktop","","소재 20","https://example.com/콘텐츠-유입","2","1.3",""
